"A1";"A2";"B1";"B2";"C1";"C2";"D1";"D2";  
04054;05072;01015;08111;00510;08615;00510;08616;
04055;05071;01015;08111;00510;08615;00510;08616;
04046;05056;01014;08087;00510;08592;00510;08591;
04047;05055;01014;08088;00510;08591;00510;08591;
04030;05040;01007;08063;00502;08559;00502;08560;
04031;05039;01006;08063;00503;08560;00503;08560;
04022;05024;01006;08039;00503;08536;00502;08535;
04023;05023;01007;08040;00503;08535;00502;08535;
04006;05008;01007;08015;00502;08512;00502;08512;
04007;05007;01007;08015;00502;08511;00502;08512;
03998;04992;00998;07991;00502;08488;00502;08488;
03998;04991;00998;07992;00502;08488;00502;08488;
03982;04975;00998;07968;00503;08463;00502;08463;
03983;04974;00999;07967;00502;08463;00502;08463;
03974;04968;00998;07943;00502;08439;00503;08440;
03974;04967;00998;07944;00502;08440;00502;08440;
03958;04952;00990;07919;00495;08408;00495;08407;
03959;04951;00990;07919;00495;08408;00494;08407;
03950;04935;00990;07896;00495;08383;00494;08384;
03951;04935;00991;07896;00494;08383;00494;08383;
03934;04920;00983;07871;00494;08359;00494;08360;
03935;04919;00982;07871;00494;08359;00494;08360;
03926;04904;00982;07847;00494;08336;00493;08336;
03926;04903;00982;07847;00494;08336;00494;08336;
03910;04888;00982;07824;00494;08312;00495;08311;
03910;04887;00983;07823;00495;08312;00495;08312;
03902;04879;00974;07800;00486;08288;00486;08287;
03903;04879;00974;07800;00487;08288;00486;08288;
03886;04864;00975;07775;00487;08264;00486;08263;
03887;04863;00975;07776;00486;08263;00486;08264;
03877;04848;00975;07759;00486;08239;00486;08239;
03879;04847;00975;07759;00486;08239;00486;08239;
03870;04832;00966;07735;00486;08215;00486;08216;
03871;04831;00967;07735;00486;08215;00486;08215;
03854;04824;00967;07711;00486;08191;00486;08192;
03855;04823;00967;07711;00486;08191;00487;08192;
03846;04808;00966;07687;00486;08167;00486;08168;
03847;04807;00966;07687;00486;08167;00486;08168;
03830;04792;00959;07663;00478;08144;00479;08143;
03831;04791;00959;07663;00478;08144;00478;08143;
03822;04776;00959;07647;00478;08119;00478;08120;
03823;04775;00958;07647;00478;08119;00478;08120;
03814;04768;00959;07623;00478;08095;00478;08095;
03815;04767;00958;07623;00478;08095;00478;08096;
03798;04752;00951;07599;00478;08079;00478;08079;
03799;04751;00951;07599;00478;08079;00478;08079;
03790;04736;00951;07575;00479;08055;00478;08055;
03791;04736;00951;07575;00478;08056;00478;08055;
03782;04727;00950;07560;00479;08031;00478;08031;
03783;04727;00951;07560;00478;08032;00478;08031;
03766;04711;00942;07536;00470;08008;00470;08007;
03767;04711;00942;07536;00471;08008;00470;08008;
03758;04696;00942;07511;00470;07984;00470;07983;
03759;04695;00942;07511;00471;07983;00471;07984;
03750;04688;00942;07495;00470;07959;00470;07960;
03751;04687;00942;07495;00470;07960;00470;07959;
03734;04672;00935;07471;00470;07943;00470;07943;
03735;04671;00935;07472;00470;07944;00470;07943;
03726;04655;00934;07456;00471;07920;00470;07919;
03727;04655;00934;07455;00470;07920;00470;07919;
03718;04648;00934;07431;00470;07895;00471;07896;
03719;04647;00934;07431;00470;07895;00470;07896;
03702;04632;00927;07407;00462;07871;00462;07871;
03703;04630;00927;07407;00462;07871;00462;07871;
03694;04623;00926;07392;00463;07855;00462;07855;
03695;04623;00926;07391;00463;07855;00463;07856;
03687;04608;00926;07367;00462;07831;00463;07832;
03687;04607;00926;07367;00462;07832;00462;07831;
03678;04592;00919;07351;00463;07807;00462;07807;
03679;04591;00919;07352;00462;07808;00462;07807;
03662;04584;00918;07327;00462;07784;00463;07784;
03663;04583;00918;07327;00463;07784;00461;07784;
03654;04568;00919;07311;00462;07767;00462;07767;
03655;04568;00919;07312;00463;07767;00462;07767;
03646;04560;00911;07288;00453;07744;00455;07744;
03646;04559;00910;07287;00454;07743;00454;07743;
03638;04544;00910;07271;00454;07727;00454;07728;
03639;04543;00911;07272;00455;07728;00454;07728;
03622;04535;00910;07247;00454;07703;00455;07704;
03623;04535;00910;07247;00454;07703;00454;07703;
03614;04520;00903;07231;00454;07679;00454;07679;
03615;04519;00902;07232;00455;07680;00455;07679;
03606;04512;00902;07207;00454;07663;00454;07664;
03607;04511;00902;07207;00454;07663;00454;07663;
03598;04495;00903;07192;00455;07640;00455;07639;
03598;04495;00902;07191;00454;07640;00454;07640;
03590;04488;00902;07175;00454;07623;00454;07623;
03591;04487;00903;07175;00455;07623;00454;07623;
03574;04472;00894;07151;00446;07599;00447;07600;
03575;04471;00895;07151;00446;07599;00446;07599;
03566;04464;00895;07135;00447;07576;00446;07575;
03566;04463;00894;07135;00446;07575;00446;07576;
03558;04448;00895;07111;00446;07559;00446;07559;
03559;04447;00894;07112;00447;07559;00447;07560;
03550;04440;00886;07095;00446;07535;00446;07536;
03551;04439;00887;07096;00447;07535;00446;07535;
03542;04423;00886;07080;00446;07520;00447;07519;
03543;04423;00886;07079;00446;07519;00446;07519;
03526;04415;00887;07056;00446;07495;00446;07496;
03527;04415;00886;07055;00446;07495;00446;07496;
03517;04400;00879;07039;00438;07479;00438;07479;
03519;04399;00879;07039;00438;07480;00439;07480;
03509;04392;00879;07023;00438;07463;00438;07463;
03511;04390;00879;07024;00439;07463;00439;07464;
03502;04376;00878;06999;00438;07439;00438;07439;
03503;04375;00879;07000;00439;07439;00438;07440;
03494;04368;00878;06983;00438;07423;00438;07424;
03495;04367;00878;06983;00438;07423;00438;07423;
03486;04352;00870;06967;00439;07399;00439;07400;
03486;04351;00871;06967;00438;07399;00438;07399;
03478;04343;00870;06952;00439;07384;00439;07384;
03479;04343;00871;06951;00438;07383;00438;07383;
03462;04335;00870;06927;00439;07360;00439;07360;
03462;04335;00871;06927;00438;07359;00438;07359;
03454;04319;00863;06911;00430;07344;00431;07344;
03455;04319;00862;06911;00430;07343;00430;07343;
03446;04311;00862;06895;00430;07328;00431;07328;
03446;04311;00863;06895;00430;07327;00430;07327;
03438;04295;00862;06879;00431;07304;00431;07303;
03439;04295;00862;06879;00430;07303;00430;07303;
03430;04287;00863;06856;00430;07288;00431;07288;
03431;04287;00863;06855;00431;07287;00430;07287;
03422;04279;00854;06839;00431;07271;00430;07272;
03423;04279;00855;06839;00431;07271;00430;07271;
03414;04264;00854;06823;00431;07247;00430;07247;
03415;04263;00855;06824;00430;07247;00430;07248;
03406;04256;00854;06807;00430;07231;00430;07231;
03407;04255;00855;06807;00430;07232;00431;07232;
03397;04248;00854;06791;00430;07215;00430;07215;
03399;04247;00854;06791;00430;07216;00430;07216;
03390;04232;00847;06776;00422;07191;00422;07191;
03390;04231;00846;06775;00423;07191;00422;07192;
03374;04223;00847;06752;00422;07176;00422;07176;
03374;04223;00846;06751;00422;07175;00422;07175;
03366;04215;00846;06735;00422;07160;00423;07159;
03367;04215;00847;06736;00422;07159;00422;07159;
03358;04200;00838;06719;00422;07143;00422;07144;
03359;04198;00839;06720;00423;07143;00423;07144;
03349;04192;00838;06703;00422;07119;00422;07119;
03351;04191;00838;06703;00422;07119;00422;07120;
03342;04184;00839;06688;00423;07104;00422;07104;
03342;04183;00838;06687;00422;07103;00422;07103;
03334;04167;00839;06671;00423;07087;00423;07088;
03335;04167;00839;06671;00423;07087;00422;07088;
03326;04160;00830;06655;00414;07071;00415;07071;
03327;04159;00830;06655;00414;07072;00414;07071;
03318;04152;00831;06640;00415;07055;00414;07055;
03318;04151;00830;06639;00414;07055;00414;07055;
03310;04135;00831;06623;00414;07031;00415;07032;
03311;04134;00831;06624;00414;07032;00414;07032;
03302;04128;00830;06607;00414;07015;00414;07015;
03303;04127;00830;06607;00414;07015;00414;07015;
03294;04120;00823;06592;00415;07000;00415;07000;
03294;04119;00822;06591;00414;06999;00414;06999;
03286;04112;00822;06575;00414;06983;00414;06983;
03287;04110;00822;06575;00414;06984;00414;06983;
03278;04096;00823;06560;00414;06967;00415;06967;
03279;04095;00822;06559;00414;06967;00414;06967;
03270;04088;00822;06543;00414;06951;00414;06951;
03271;04087;00823;06543;00415;06951;00414;06952;
03262;04080;00815;06527;00407;06927;00406;06927;
03262;04079;00814;06527;00406;06927;00406;06928;
03254;04071;00814;06511;00406;06912;00407;06911;
03255;04071;00814;06511;00406;06912;00406;06912;
03246;04056;00815;06495;00406;06896;00406;06895;
03246;04055;00814;06495;00406;06895;00406;06895;
03238;04047;00814;06479;00406;06879;00406;06879;
03239;04046;00815;06480;00407;06879;00406;06880;
03230;04040;00807;06464;00407;06864;00406;06864;
03230;04039;00806;06463;00406;06863;00406;06863;
03222;04032;00806;06447;00406;06847;00406;06847;
03223;04031;00806;06447;00406;06847;00406;06847;
03214;04023;00806;06432;00407;06832;00407;06830;
03215;04023;00807;06432;00407;06832;00406;06832;
03207;04008;00807;06415;00407;06815;00406;06815;
03206;04007;00806;06415;00406;06815;00406;06815;
03198;03999;00798;06399;00398;06799;00398;06799;
03199;03998;00798;06399;00398;06799;00398;06799;
03190;03991;00798;06383;00399;06783;00399;06784;
03191;03991;00799;06384;00399;06783;00398;06784;
03181;03984;00799;06367;00398;06767;00399;06767;
03182;03983;00798;06367;00398;06767;00398;06767;
03174;03976;00798;06351;00398;06751;00398;06751;
03175;03975;00798;06351;00399;06751;00398;06751;
03166;03959;00790;06335;00398;06735;00398;06735;
03167;03959;00791;06335;00399;06735;00398;06736;
03158;03952;00791;06320;00399;06720;00398;06720;
03159;03951;00791;06319;00399;06719;00398;06720;
03157;03944;00791;06311;00398;06703;00398;06703;
03158;03943;00790;06311;00398;06703;00398;06703;
03150;03936;00790;06295;00398;06687;00398;06687;
03150;03935;00790;06295;00398;06687;00398;06687;
03142;03927;00790;06279;00398;06671;00398;06671;
03143;03927;00790;06279;00398;06671;00398;06671;
03134;03919;00783;06263;00390;06655;00390;06655;
03135;03918;00782;06263;00391;06656;00390;06656;
03126;03903;00783;06248;00391;06640;00391;06640;
03127;03903;00783;06248;00391;06640;00390;06640;
03117;03896;00783;06232;00390;06623;00391;06624;
03119;03895;00783;06232;00391;06623;00390;06624;
03109;03888;00783;06223;00390;06607;00390;06607;
03110;03887;00782;06223;00390;06607;00390;06607;
03101;03880;00774;06207;00390;06591;00390;06591;
03102;03879;00774;06207;00390;06591;00390;06591;
03094;03872;00774;06191;00390;06575;00390;06575;
03094;03871;00774;06191;00390;06575;00390;06575;
03086;03864;00774;06175;00390;06559;00390;06559;
03086;03863;00774;06175;00390;06559;00390;06559;
03078;03856;00774;06159;00390;06543;00390;06543;
03078;03855;00774;06159;00390;06543;00390;06543;
03078;03848;00774;06151;00390;06535;00390;06535;
03078;03847;00774;06151;00390;06535;00390;06535;
03070;03831;00766;06135;00382;06519;00382;06519;
03071;03831;00766;06135;00382;06519;00382;06519;
03062;03823;00766;06119;00382;06503;00382;06503;
03063;03823;00766;06119;00382;06503;00382;06503;
03054;03816;00766;06103;00382;06487;00382;06487;
03055;03815;00766;06103;00382;06487;00382;06487;
03046;03808;00766;06095;00382;06471;00382;06471;
03046;03807;00766;06095;00382;06471;00382;06471;
03038;03800;00758;06079;00382;06455;00382;06455;
03038;03799;00758;06079;00382;06455;00382;06455;
03030;03792;00758;06063;00382;06439;00382;06439;
03030;03791;00759;06063;00383;06439;00382;06440;
03021;03784;00758;06047;00382;06431;00383;06431;
03023;03783;00759;06048;00383;06431;00383;06432;
03021;03776;00759;06039;00382;06416;00382;06416;
03023;03775;00759;06040;00383;06416;00383;06416;
03014;03768;00759;06024;00383;06400;00383;06398;
03015;03766;00759;06023;00383;06400;00382;06399;
03006;03759;00750;06007;00375;06383;00375;06383;
03007;03759;00750;06007;00374;06383;00374;06383;
02998;03751;00750;05999;00374;06367;00374;06367;
02999;03751;00750;05999;00374;06367;00374;06367;
02990;03744;00750;05983;00374;06359;00374;06359;
02990;03743;00750;05983;00374;06359;00374;06360;
02983;03736;00750;05967;00374;06343;00375;06343;
02983;03735;00750;05967;00375;06344;00374;06342;
02982;03727;00751;05960;00375;06328;00375;06327;
02983;03726;00751;05959;00374;06327;00374;06328;
02974;03711;00743;05943;00374;06311;00374;06311;
02975;03711;00742;05943;00374;06311;00374;06311;
02966;03704;00742;05927;00374;06303;00374;06303;
02966;03703;00742;05927;00374;06303;00374;06303;
02959;03696;00743;05919;00375;06288;00375;06288;
02959;03695;00743;05919;00375;06288;00374;06287;
02950;03688;00743;05904;00375;06271;00374;06272;
02951;03686;00742;05903;00374;06271;00374;06271;
02942;03679;00734;05887;00366;06255;00366;06255;
02943;03679;00734;05887;00366;06255;00366;06255;
02942;03672;00734;05879;00366;06247;00367;06247;
02942;03671;00735;05880;00366;06247;00367;06248;
02934;03663;00735;05862;00367;06232;00366;06231;
02935;03663;00734;05863;00367;06231;00366;06231;
02926;03655;00734;05855;00366;06215;00366;06215;
02926;03655;00734;05855;00366;06215;00366;06215;
02917;03648;00734;05839;00366;06199;00367;06199;
02918;03646;00735;05840;00367;06200;00367;06199;
02910;03639;00726;05823;00367;06192;00366;06191;
02911;03639;00726;05823;00366;06191;00366;06191;
02910;03632;00726;05815;00366;06175;00366;06175;
02911;03631;00726;05816;00366;06175;00367;06174;
02902;03624;00727;05799;00367;06160;00366;06159;
02903;03622;00726;05799;00366;06159;00366;06159;
02894;03615;00726;05791;00366;06151;00366;06151;
02894;03615;00726;05791;00366;06151;00366;06151;
02886;03608;00727;05775;00367;06136;00367;06136;
02887;03606;00726;05775;00367;06135;00366;06135;
02878;03599;00718;05759;00358;06119;00358;06119;
02878;03599;00718;05759;00358;06119;00358;06120;
02878;03592;00719;05752;00359;06111;00359;06111;
02879;03590;00719;05751;00359;06111;00358;06111;
02870;03591;00718;05735;00358;06095;00358;06095;
02870;03591;00718;05735;00359;06095;00358;06096;
02862;03584;00719;05728;00358;06087;00359;06087;
02863;03583;00718;05727;00358;06087;00358;06087;
02854;03575;00718;05711;00358;06071;00358;06071;
02854;03575;00719;05711;00358;06071;00359;06072;
02854;03568;00719;05702;00359;06056;00358;06055;
02855;03567;00718;05703;00358;06055;00358;06055;
02846;03560;00710;05687;00358;06047;00358;06047;
02847;03559;00711;05686;00359;06047;00358;06048;
02838;03551;00710;05679;00358;06031;00358;06031;
02839;03551;00710;05679;00358;06031;00358;06031;
02829;03544;00710;05663;00358;06016;00359;06015;
02831;03542;00710;05664;00357;06015;00358;06015;
02830;03535;00710;05655;00358;06007;00358;06007;
02830;03535;00710;05655;00358;06008;00359;06007;
02822;03528;00710;05640;00359;05991;00358;05991;
02823;03527;00710;05639;00358;05991;00358;05991;
02813;03520;00703;05631;00351;05983;00351;05984;
02815;03519;00703;05631;00351;05983;00351;05984;
02806;03511;00702;05615;00350;05967;00350;05967;
02806;03511;00702;05615;00350;05967;00350;05967;
02806;03503;00702;05608;00351;05959;00350;05959;
02807;03503;00702;05607;00350;05959;00350;05959;
02798;03496;00702;05591;00351;05943;00351;05943;
02799;03494;00703;05591;00351;05943;00350;05943;
02790;03487;00702;05583;00350;05927;00350;05927;
02790;03487;00702;05584;00350;05926;00350;05927;
02782;03479;00694;05568;00351;05919;00350;05919;
02782;03479;00694;05567;00350;05919;00350;05919;
02782;03480;00695;05560;00351;05903;00351;05903;
02783;03479;00694;05559;00350;05903;00350;05903;
02774;03472;00694;05551;00350;05895;00351;05896;
02774;03470;00694;05551;00351;05895;00350;05895;
02766;03464;00694;05535;00350;05879;00350;05879;
02766;03463;00695;05534;00351;05880;00350;05879;
02766;03455;00694;05527;00350;05871;00350;05871;
02766;03455;00694;05527;00350;05871;00351;05871;
02758;03448;00694;05511;00350;05855;00350;05855;
02759;03447;00694;05511;00350;05855;00350;05855;
02751;03440;00687;05503;00343;05847;00342;05848;
02751;03438;00686;05503;00342;05847;00342;05847;
02742;03432;00687;05487;00343;05831;00342;05830;
02743;03430;00687;05487;00343;05831;00342;05831;
02742;03423;00686;05479;00342;05823;00342;05824;
02743;03423;00687;05479;00343;05823;00342;05823;
02734;03415;00686;05471;00342;05807;00342;05807;
02735;03415;00686;05471;00343;05807;00342;05807;
02726;03415;00686;05455;00342;05799;00342;05799;
02726;03415;00687;05455;00343;05800;00342;05799;
02726;03407;00686;05447;00342;05783;00342;05783;
02726;03407;00686;05447;00343;05783;00343;05784;
02718;03400;00679;05431;00342;05775;00343;05775;
02718;03399;00678;05431;00342;05775;00342;05776;
02709;03391;00679;05424;00342;05759;00343;05759;
02710;03391;00678;05423;00342;05759;00342;05759;
02710;03384;00679;05416;00343;05751;00342;05751;
02711;03383;00678;05415;00342;05751;00342;05751;
02702;03376;00679;05399;00343;05734;00342;05735;
02703;03375;00678;05399;00342;05735;00342;05735;
02694;03368;00679;05392;00342;05727;00343;05727;
02695;03367;00678;05391;00342;05727;00342;05727;
02694;03368;00679;05384;00343;05720;00342;05719;
02695;03366;00678;05383;00343;05719;00342;05719;
02687;03360;00671;05368;00334;05702;00335;05703;
02687;03358;00670;05367;00334;05703;00334;05703;
02679;03352;00671;05360;00335;05694;00335;05695;
02679;03351;00670;05359;00334;05695;00334;05695;
02678;03344;00671;05351;00335;05679;00335;05679;
02679;03343;00670;05351;00334;05679;00334;05680;
02669;03336;00671;05336;00335;05671;00334;05671;
02671;03335;00670;05335;00334;05671;00334;05671;
02662;03328;00671;05328;00334;05656;00334;05655;
02663;03326;00670;05327;00334;05655;00334;05655;
02662;03328;00671;05319;00335;05647;00334;05647;
02663;03327;00670;05319;00334;05647;00334;05648;
02653;03319;00663;05303;00335;05639;00334;05639;
02654;03319;00662;05303;00334;05639;00333;05639;
02646;03311;00663;05295;00334;05623;00334;05623;
02646;03311;00663;05295;00335;05623;00334;05623;
02646;03303;00662;05287;00334;05615;00334;05615;
02646;03303;00662;05288;00335;05615;00335;05615;
02638;03295;00662;05271;00334;05599;00334;05599;
02638;03295;00663;05272;00335;05599;00335;05599;
02630;03288;00662;05263;00334;05591;00334;05591;
02631;03287;00662;05263;00334;05591;00334;05591;
02630;03288;00662;05255;00334;05583;00335;05584;
02631;03286;00662;05255;00334;05583;00334;05583;
02622;03280;00655;05239;00326;05567;00327;05567;
02623;03279;00654;05239;00326;05567;00326;05567;
02613;03272;00655;05231;00327;05559;00326;05559;
02615;03271;00654;05231;00326;05559;00327;05560;
02613;03263;00655;05223;00326;05551;00326;05551;
