11901;14362;03312;22147;01847;19165;01761;18912;00035;000;06207;000;
09808;11590;02599;18862;01839;20820;01921;20801;00036;000;08232;000;
10369;12398;02856;20111;01884;21318;01960;21727;00035;000;09182;000;
11201;13300;02958;21718;02084;24450;02217;24463;00036;000;00182;001;
12030;14554;03364;23015;01994;21065;01906;20736;00036;000;08176;000;
10745;12732;02845;20733;02011;23135;02124;23130;00036;000;10787;000;
11449;13791;03200;22088;01982;21570;01958;21492;00035;000;08979;000;
11100;13168;02933;21467;02075;24086;02202;24094;00035;000;11831;000;
11882;14326;03322;22395;01910;19821;01819;19530;00035;000;06886;000;
10136;11974;02698;19485;01904;21598;01995;21578;00036;000;09096;000;
10740;12875;02975;20709;01905;21088;01932;21196;00035;000;08637;000;
10948;12966;02885;21171;02039;23725;02164;23724;00036;000;11419;000;
11698;14093;03259;22274;01937;20332;01847;20040;00036;000;07420;000;
10371;12285;02743;19991;01944;22216;02040;22198;00036;000;09768;000;
11025;13226;03054;21122;01896;20364;01856;20209;00035;000;07581;000;
10454;12371;02765;20158;01954;22426;02057;22417;00035;000;09996;000;
11108;13345;03082;21384;01931;20984;01905;20844;00035;000;08269;000;
10767;12769;02841;20805;02009;23243;02125;23241;00036;000;10896;000;
11485;13820;03197;21935;01930;20507;01861;20253;00035;000;07644;000;
10473;12419;02775;20207;01957;22483;02064;22465;00035;000;10061;000;
11141;13384;03089;21674;01999;22678;02073;23052;00036;000;10654;000;
11869;14166;03131;23140;02217;26259;02378;26285;00036;000;01344;001;
12855;15617;03624;24282;01994;20477;01876;20104;00035;000;07522;000;
10434;12329;02769;20075;01964;22305;02067;22292;00035;000;09892;000;
11084;13303;03090;21585;02011;22861;02106;23397;00035;000;11037;000;
12075;14297;03173;23445;02258;26724;02426;26768;00036;000;01664;001;
13066;15904;03702;25644;02250;24194;02164;23831;00035;000;11540;000;
12351;14632;03260;23966;02317;27434;02501;27495;00036;000;02133;001;
13404;16289;03813;24893;01998;20278;01885;19940;00036;000;07367;000;
10382;12238;02766;19929;01964;22120;02065;22102;00036;000;09701;000;
11022;13197;03082;21422;02008;22610;02092;23092;00036;000;10707;000;
11933;14118;03141;23147;02237;26326;02398;26364;00035;000;01394;001;
12907;15670;03655;25048;02175;22827;02060;22383;00036;000;09984;000;
11624;13757;03080;22460;02184;25387;02333;25408;00036;000;00782;001;
12503;15112;03534;24327;02183;23843;02171;23849;00035;000;11562;000;
12334;14601;03257;23894;02318;27308;02495;27362;00036;000;02047;001;
13351;16222;03788;24083;01896;19271;01808;19015;00035;000;06366;000;
09897;11672;02653;18976;01876;20955;01964;20933;00036;000;08431;000;
10465;12507;02905;20195;01889;20864;01936;21082;00035;000;08511;000;
10902;12925;02892;21112;02049;23652;02166;23655;00035;000;11344;000;
11681;14053;03259;22348;01967;20653;01874;20341;00035;000;07751;000;
10529;12460;02790;20296;01972;22590;02078;22577;00035;000;10186;000;
11203;13447;03120;21809;02021;22975;02102;23406;00035;000;11038;000;
12052;14330;03172;23441;02250;26682;02418;26715;00035;000;01624;001;
13046;15888;03697;24042;01906;19410;01799;19066;00035;000;06408;000;
09909;11717;02641;19049;01872;21035;01959;21005;00036;000;08496;000;
10490;12550;02917;20281;01897;21212;01956;21541;00036;000;08995;000;
11136;13175;02935;21541;02077;24195;02208;24203;00035;000;00030;001;
11921;14402;03335;23069;02051;22167;02000;21979;00036;000;09516;000;
11358;13502;03006;21995;02123;24764;02261;24774;00035;000;00383;001;
12190;14726;03419;23545;02083;22265;02018;22048;00035;000;09605;000;
11413;13513;03020;22051;02137;24862;02278;24872;00035;000;00448;001;
12239;14781;03437;23494;02057;21678;01974;21401;00036;000;08914;000;
11097;13112;02936;21399;02085;23992;02207;24002;00036;000;11747;000;
11851;14281;03326;22912;02061;22436;02040;22391;00035;000;09966;000;
11571;13716;03058;22388;02168;25303;02312;25320;00035;000;00726;001;
12441;15022;03494;23470;01983;20448;01880;20128;00035;000;07546;000;
10449;12344;02776;20098;01969;22334;02071;22313;00035;000;09919;000;
11101;13321;03102;21419;01968;21725;01996;21858;00036;000;09378;000;
11298;13380;02974;21856;02112;24584;02247;24591;00036;000;00266;001;
12104;14599;03384;23132;02005;20855;01898;20507;00036;000;07945;000;
10620;12576;02817;20479;01993;22816;02103;22801;00035;000;10438;000;
11314;13597;03158;21972;02022;22743;02084;23052;00036;000;10668;000;
11899;14145;03128;23122;02219;26218;02383;26240;00035;000;01320;001;
12841;15593;03618;25011;02197;23894;02158;23779;00036;000;11479;000;
12271;14564;03251;23830;02302;27248;02485;27298;00036;000;02005;001;
13319;16180;03777;25290;02094;21291;01956;20893;00035;000;08395;000;
10863;12797;02886;20895;02049;23331;02170;23329;00036;000;11040;000;
11574;13911;03255;21767;01890;19432;01804;19146;00035;000;06477;000;
09953;11739;02647;19101;01878;21107;01962;21079;00036;000;08552;000;
10521;12582;02918;20261;01878;20607;01894;20678;00035;000;08070;000;
10680;12646;02822;20622;01996;23020;02108;23012;00036;000;10637;000;
11381;13678;03165;21826;01949;20887;01891;20683;00035;000;08107;000;
10681;12670;02824;20639;01994;23024;02111;23011;00035;000;10650;000;
11392;13695;03170;22115;02025;22909;02091;23254;00035;000;10878;000;
11978;14290;03153;23320;02237;26465;02398;26496;00035;000;01480;001;
12949;15750;03652;24588;02030;20930;01914;20577;00035;000;08035;000;
10676;12612;02832;20550;02012;22891;02117;22883;00035;000;10540;000;
11361;13656;03180;21988;01999;21823;01989;21801;00035;000;09322;000;
11281;13331;02974;21774;02108;24487;02240;24485;00036;000;00197;001;
12058;14545;03378;23096;02016;21059;01915;20758;00035;000;08212;000;
10748;12715;02857;20721;02019;23134;02129;23121;00036;000;10786;000;
11454;13779;03204;22386;02083;23988;02205;24682;00036;000;12424;000;
12702;15097;03337;24756;02374;28480;02575;28559;00036;000;02808;001;
13867;17003;03994;26751;02206;22693;02057;22181;00036;000;09778;000;
11546;13630;03059;22248;02172;25086;02317;25099;00035;000;00577;001;
12378;14944;03505;23139;01924;19588;01822;19266;00036;000;06629;000;
10044;11818;02672;19250;01894;21274;01984;21248;00035;000;08763;000;
10613;12691;02951;20281;01841;19482;01791;19248;00035;000;06540;000;
09977;11803;02651;19192;01875;21225;01959;21199;00035;000;08659;000;
10554;12640;02922;20371;01889;20962;01916;21118;00036;000;08534;000;
10890;12930;02875;21092;02030;23610;02152;23604;00036;000;11279;000;
11638;14023;03242;22480;02009;21826;01967;21671;00036;000;09174;000;
11181;13278;02952;21643;02084;24324;02217;24318;00036;000;00095;001;
11971;14448;03349;22618;01934;20111;01840;19814;00036;000;07189;000;
10275;12146;02725;19769;01925;21924;02025;21904;00035;000;09462;000;
10887;13072;03031;20961;01916;21031;01923;21086;00036;000;08520;000;
10900;12887;02869;21036;02031;23536;02150;23527;00035;000;11210;000;
11614;13983;03235;22503;02027;22081;01991;21929;00035;000;09454;000;
11320;13434;02988;21913;02115;24681;02249;24690;00036;000;00335;001;
12138;14646;03395;23335;02043;21523;01951;21207;00035;000;08695;000;
10971;12999;02911;21183;02059;23720;02181;23715;00036;000;11432;000;
11717;14109;03282;22485;01995;21135;01922;20880;00035;000;08336;000;
10805;12792;02866;20848;02026;23285;02141;23274;00035;000;10952;000;
11519;13857;03222;22040;01961;20708;01885;20442;00035;000;07856;000;
10582;12535;02807;20403;01981;22721;02091;22704;00035;000;10324;000;
11262;13525;03141;21701;01966;21524;01960;21508;00035;000;09002;000;
11103;13164;02932;21454;02072;24077;02200;24072;00036;000;11808;000;
11865;14306;03320;22572;01959;20509;01869;20223;00035;000;07630;000;
10471;12386;02781;20166;01964;22418;02067;22403;00035;000;10001;000;
11123;13353;03092;21393;01934;20986;01911;20923;00036;000;08355;000;
10819;12790;02855;20869;02017;23316;02136;23307;00035;000;10974;000;
11519;13856;03209;22045;01950;20696;01880;20439;00036;000;07848;000;
10560;12530;02801;20384;01976;22698;02086;22682;00035;000;10299;000;
11238;13516;03126;21507;01912;20398;01860;20178;00036;000;07561;000;
10436;12363;02766;20118;01954;22365;02055;22349;00035;000;09928;000;
11086;13312;03082;21178;01888;20067;01826;19838;00036;000;07183;000;
10253;12159;02717;19765;01918;21928;02014;21900;00035;000;09432;000;
10881;13048;03008;20975;01911;21087;01919;21131;00035;000;08561;000;
10905;12917;02873;21068;02028;23578;02148;23564;00035;000;11241;000;
11626;13994;03236;22012;01901;19851;01813;19545;00035;000;06893;000;
10119;11980;02679;19482;01893;21564;01985;21538;00035;000;09044;000;
10712;12846;02965;20660;01899;21013;01921;21128;00035;000;08555;000;
10888;12929;02867;21080;02030;23574;02149;23567;00036;000;11245;000;
11626;14001;03236;22051;01897;19760;01799;19466;00035;000;06802;000;
10074;11929;02664;19397;01883;21456;01975;21427;00036;000;08923;000;
10662;12782;02949;20507;01871;20474;01873;20472;00036;000;07849;000;
10572;12520;02777;20399;01969;22720;02075;22701;00036;000;10297;000;
11232;13502;03111;21360;01869;19762;01801;19499;00035;000;06821;000;
10096;11931;02665;19418;01889;21483;01978;21459;00036;000;08948;000;
10663;12799;02950;20640;01905;21259;01938;21459;00036;000;08903;000;
11053;13153;02908;21441;02057;24028;02179;24013;00035;000;11722;000;
11822;14282;03285;22843;02026;21888;01972;21729;00035;000;09235;000;
11206;13304;02959;21691;02092;24372;02220;24373;00035;000;00129;001;
11996;14479;03353;22817;01969;20619;01883;20334;00035;000;07753;000;
10527;12460;02798;20285;01976;22565;02078;22552;00035;000;10161;000;
11185;13449;03120;21694;01989;22163;02026;22343;00036;000;09901;000;
11525;13682;03031;22328;02149;25155;02291;25162;00035;000;00627;001;
12356;14967;03463;24068;02139;23232;02091;23081;00036;000;10716;000;
11934;14107;03140;23102;02231;26237;02392;26260;00035;000;01339;001;
12857;15575;03623;24154;01993;20392;01878;20049;00036;000;07472;000;
10411;12295;02775;20010;01967;22219;02064;22202;00035;000;09802;000;
11045;13258;03087;21360;01971;21776;02006;21975;00035;000;09504;000;
11352;13466;02996;21983;02124;24716;02260;24720;00035;000;00344;001;
12168;14701;03410;23847;02172;24530;02233;24844;00036;000;12621;000;
12832;15228;03364;24941;02398;28708;02604;28788;00035;000;02964;001;
13971;17082;04013;25292;01948;19797;01853;19536;00035;000;06931;000;
10169;11978;02724;19493;01928;21575;02019;21553;00036;000;09112;000;
10762;12883;03007;20874;01960;21933;02035;22332;00035;000;09879;000;
11541;13651;03044;22345;02161;25229;02305;25245;00036;000;00678;001;
12405;15018;03497;23663;02015;20691;01888;20251;00035;000;07676;000;
10517;12443;02803;20235;01974;22494;02081;22477;00035;000;10093;000;
11174;13427;03122;21229;01881;19828;01821;19608;00035;000;06954;000;
10166;12017;02698;19550;01909;21645;02001;21617;00035;000;09130;000;
10761;12901;02984;20785;01916;21320;01955;21544;00035;000;09009;000;
11109;13200;02939;21552;02074;24186;02203;24184;00036;000;00030;001;
11910;14377;03326;22903;02021;21697;01960;21463;00036;000;08957;000;
11078;13157;02932;21436;02072;24040;02198;24040;00036;000;11774;000;
11853;14298;03316;22596;01968;20542;01874;20231;00035;000;07638;000;
10485;12387;02784;20171;01965;22423;02066;22406;00035;000;10002;000;
11122;13365;03103;21539;01976;21938;02007;22092;00035;000;09620;000;
11394;13522;02999;22064;02129;24823;02262;24829;00035;000;00421;001;
12203;14753;03417;22956;01922;19896;01825;19618;00035;000;06983;000;
10162;12023;02706;19550;01908;21649;02001;21623;00035;000;09155;000;
10767;12908;02981;20889;01941;21868;02016;22260;00035;000;09784;000;
11470;13620;03030;22248;02140;25106;02281;25116;00035;000;00594;001;
12337;14944;03471;24194;02182;24641;02231;24911;00035;000;12687;000;
12864;15295;03382;25019;02401;28810;02604;28893;00035;000;03026;001;
14012;17161;04028;26010;02022;20502;01902;20177;00035;000;07623;000;
10496;12359;02797;20144;01984;22371;02087;22354;00035;000;09981;000;
11141;13359;03129;21545;01990;22005;02034;22245;00036;000;09800;000;
11501;13640;03038;22277;02158;25082;02296;25090;00035;000;00572;001;
12348;14938;03488;23046;01910;19581;01814;19277;00035;000;06631;000;
10019;11812;02668;19222;01884;21240;01974;21208;00035;000;08712;000;
10590;12669;02942;20519;01918;21605;01997;22013;00036;000;09518;000;
11374;13444;02988;22005;02120;24781;02254;24781;00035;000;00380;001;
12187;14750;03423;23699;02110;23094;02085;23000;00035;000;10624;000;
11886;14107;03137;23035;02221;26140;02379;26163;00035;000;01274;001;
12810;15531;03618;24281;02031;20940;01918;20588;00035;000;08047;000;
10692;12612;02840;20555;02012;22891;02121;22881;00035;000;10539;000;
11358;13656;03188;21927;01990;21745;01989;21753;00036;000;09273;000;
11249;13308;02968;21712;02103;24386;02234;24381;00035;000;00128;001;
12020;14492;03374;23141;02043;21447;01949;21130;00035;000;08618;000;
10936;12944;02903;21099;02053;23604;02170;23595;00035;000;11302;000;
11664;14054;03272;22281;01973;20785;01896;20542;00036;000;07974;000;
10649;12568;02822;20495;01993;22830;02104;22813;00035;000;10448;000;
11311;13585;03155;21479;01892;19908;01826;19672;00035;000;07030;000;
10191;12057;02700;19614;01909;21726;02004;21693;00035;000;09215;000;
10790;12939;02986;20794;01899;20783;01898;20762;00036;000;08171;000;
10722;12694;02828;20681;01997;23079;02109;23061;00036;000;10694;000;
11396;13717;03173;21589;01874;19592;01787;19323;00035;000;06642;000;
10012;11816;02650;19241;01872;21264;01958;21231;00036;000;08700;000;
10577;12662;02925;20529;01913;21761;01998;22198;00035;000;09706;000;
11446;13557;03005;22181;02126;25005;02264;25007;00035;000;00531;001;
12271;14877;03437;23830;02098;22724;02048;22523;00035;000;10110;000;
11636;13811;03072;22536;02171;25463;02321;25477;00035;000;00839;001;
12500;15132;03505;23258;01908;19659;01814;19372;00036;000;06725;000;
10055;11869;02678;19311;01893;21346;01979;21312;00035;000;08821;000;
10637;12735;02955;20588;01916;21537;01989;21892;00036;000;09387;000;
11307;13378;02980;21886;02106;24621;02241;24625;00035;000;00279;001;
12118;14657;03405;23730;02149;24370;02213;24666;00036;000;12415;000;
12757;15173;03351;24825;02380;28546;02579;28628;00035;000;02855;001;
13891;16997;03980;26093;02070;21079;01945;20716;00035;000;08203;000;
10778;12695;02863;20707;02033;23072;02147;23058;00036;000;10747;000;
11460;13771;03219;22121;02007;21525;01970;21377;00035;000;08878;000;
11060;13101;02941;21353;02076;23939;02203;23936;00036;000;11675;000;
11823;14239;03321;22674;02017;21345;01947;21124;00035;000;08609;000;
10938;12934;02901;21083;02059;23592;02171;23590;00035;000;11297;000;
11663;14036;03265;22270;01964;20587;01878;20303;00035;000;07716;000;
10523;12434;02791;20258;01971;22529;02077;22510;00036;000;10119;000;
11175;13421;03119;21739;02012;22869;02101;23351;00036;000;10984;000;
12034;14270;03161;23373;02244;26572;02406;26600;00035;000;01541;001;
13004;15840;03694;25048;02125;22186;02008;21748;00036;000;09297;000;
11285;13349;02997;21766;02122;24442;02250;24450;00036;000;00177;001;
12064;14572;03395;23114;02032;21449;01957;21213;00035;000;08710;000;
11000;12983;02912;21194;02063;23704;02183;23697;00036;000;11418;000;
11727;14112;03291;22437;01978;20683;01893;20385;00035;000;07810;000;
10566;12489;02810;20336;01983;22631;02088;22614;00035;000;10232;000;
11224;13491;03134;21664;01972;21612;01976;21634;00035;000;09139;000;
11183;13227;02947;21583;02091;24223;02215;24222;00036;000;00030;001;
11940;14405;03342;22908;02011;21146;01919;20846;00035;000;08297;000;
10783;12773;02857;20802;02019;23220;02136;23202;00036;000;10872;000;
11489;13826;03211;22088;01976;21224;01934;21075;00036;000;08540;000;
10891;12909;02886;21037;02038;23524;02157;23508;00035;000;11199;000;
11622;13992;03251;22355;01999;21542;01957;21393;00036;000;08887;000;
11057;13093;02922;21352;02069;23927;02189;23921;00035;000;11645;000;
11803;14232;03299;22894;02065;22636;02052;22613;00035;000;10203;000;
11687;13820;03078;22590;02182;25549;02331;25559;00036;000;00887;001;
12541;15163;03521;23940;02050;21300;01942;20958;00035;000;08443;000;
10865;12842;02885;20930;02042;23382;02157;23375;00035;000;11065;000;
11575;13932;03246;22258;01996;21322;01945;21139;00036;000;08617;000;
10940;12945;02898;21107;02052;23607;02170;23606;00036;000;11309;000;
11665;14048;03268;22695;02078;23170;02115;23355;00036;000;11005;000;
12065;14277;03166;23341;02245;26450;02407;26477;00036;000;01440;001;
12985;15904;03728;24065;01908;19501;01813;19218;00035;000;06574;000;
09985;11784;02659;19152;01882;21073;01964;21035;00035;000;08530;000;
10574;12806;03004;19840;01660;16723;01570;16357;00036;000;03415;000;
08514;10041;02285;16291;01602;17682;01656;17619;00036;000;04722;000;
08943;10729;02489;16464;01418;14313;01361;14018;00036;000;01197;000;
07291;08562;01988;13923;01375;14965;01410;14885;00036;000;01736;000;
07579;09026;02078;13964;01239;12680;01212;12441;00035;000;12016;007;
06487;07557;01758;12314;01223;13135;01244;13051;00035;000;12819;007;
06678;07898;01829;12252;01123;11473;01096;11272;00036;000;09378;007;
05859;06874;01568;11123;01105;11815;01119;11728;00036;000;09943;007;
06007;07078;01664;11200;01044;10801;01025;10625;00035;000;07866;007;
05501;06482;01461;10464;01032;11079;01043;10987;00036;000;08353;007;
05626;06674;01522;10486;00975;10142;00962;09983;00035;000;06389;007;
05162;06079;01376;09813;00968;10364;00978;10285;00035;000;06556;007;
05268;06234;01432;09929;00933;09779;00925;09621;00035;000;05165;007;
04968;05859;01326;09457;00929;09975;00938;09893;00035;000;05386;007;
05065;06003;01368;09469;00887;09282;00876;09145;00035;000;03855;007;
04719;05562;01257;08981;00881;09455;00891;09376;00036;000;03955;007;
04801;05687;01294;08962;00843;08816;00833;08689;00035;000;02539;007;
04491;05286;01196;08526;00838;08974;00844;08890;00035;000;02651;007;
04552;05399;01219;08547;00811;08473;00800;08356;00035;000;01873;007;
04305;05084;01142;08198;00803;08610;00809;08537;00036;000;02311;007;
04365;05178;01168;08182;00774;08128;00768;08020;00035;000;01485;007;
04125;04886;01093;07871;00768;08255;00776;08183;00035;000;01798;007;
04185;04962;01114;07885;00741;07874;00738;07768;00035;000;01362;007;
03990;04728;01053;07619;00739;07990;00746;07918;00036;000;01599;007;
04042;04803;01072;07636;00716;07639;00713;07540;00036;000;01166;007;
03869;04589;01014;07397;00714;07749;00722;07679;00035;000;01258;007;
03914;04658;01031;07446;00694;07513;00695;07418;00036;000;01531;007;
03792;04517;00990;07277;00695;07621;00703;07550;00035;000;01222;007;
03844;04576;01006;07302;00681;07389;00679;07305;00035;000;01405;007;
03734;04443;00970;07166;00682;07501;00691;07435;00035;000;01071;007;
03777;04502;00983;07197;00669;07315;00672;07230;00036;000;01279;007;
03693;04405;00961;07098;00673;07432;00683;07369;00035;000;01149;007;
03734;04460;00973;07157;00670;07388;00675;07322;00035;000;01286;007;
03730;04462;00966;07186;00675;07534;00687;07468;00035;000;01446;007;
03779;04512;00982;07249;00676;07566;00688;07515;00036;000;01458;007;
03828;04587;00991;07390;00689;07764;00701;07691;00035;000;01613;007;
03883;04651;01005;07463;00694;07817;00703;07766;00035;000;01673;007;
03951;04741;01023;07635;00707;08034;00718;07960;00035;000;01919;007;
04012;04807;01037;07722;00711;08088;00722;08042;00035;000;02027;007;
04085;04905;01058;07909;00728;08325;00738;08258;00035;000;02244;007;
04147;04984;01072;08002;00731;08389;00743;08341;00035;000;02262;007;
04230;05091;01096;08210;00752;08647;00763;08582;00035;000;02536;007;
04306;05176;01113;08310;00758;08712;00770;08675;00036;000;02572;007;
04397;05296;01141;08545;00782;09005;00792;08942;00036;000;02934;007;
04482;05394;01156;08658;00784;09075;00798;09042;00035;000;02989;007;
04587;05521;01192;08913;00815;09406;00832;09341;00036;000;03422;007;
04686;05630;01209;09033;00818;09465;00835;09427;00035;000;03711;007;
04793;05761;01248;09303;00853;09839;00867;09770;00035;000;04617;007;
04905;05879;01267;09427;00854;09859;00870;09814;00035;000;04785;007;
04996;06000;01303;09689;00891;10267;00903;10196;00036;000;05779;007;
05124;06118;01322;09828;00896;10314;00912;10283;00036;000;06051;007;
05236;06285;01366;10157;00933;10790;00947;10715;00036;000;07205;007;
05377;06426;01389;10321;00943;10835;00955;10813;00035;000;07507;007;
05504;06609;01436;10689;00981;11375;01000;11302;00035;000;08816;007;
05669;06753;01479;10866;00989;11373;01004;11345;00035;000;08892;007;
05786;06923;01496;11171;01028;11907;01046;11834;00036;000;10011;007;
05934;07077;01542;11386;01044;12059;01058;12067;00036;000;10333;007;
06152;07395;01609;11966;01101;12818;01124;12745;00035;000;11926;007;
06381;07603;01661;12231;01113;12920;01133;12939;00035;000;12180;007;
06600;07939;01719;12851;01178;13806;01211;13739;00035;000;00297;000;
06854;08194;01794;13149;01194;13764;01207;13729;00036;000;00324;000;
06996;08354;01817;13532;01243;14577;01277;14509;00036;000;00262;000;
07239;08653;01909;13913;01267;14733;01299;14806;00036;000;01480;000;
07560;09110;01964;14710;01346;15932;01391;15872;00035;000;02667;000;
07892;09462;02089;15165;01362;15603;01370;15546;00035;000;02345;000;
07909;09489;02066;15373;01423;16704;01467;16648;00035;000;03563;000;
08274;09904;02202;15871;01434;16206;01431;16131;00035;000;03020;000;
08230;09844;02156;15968;01486;17386;01536;17332;00036;000;04329;000;
08612;10317;02292;16519;01485;16618;01472;16505;00035;000;03449;000;
08449;10093;02204;16354;01530;17831;01585;17776;00036;000;04823;000;
08838;10589;02353;17080;01561;17831;01587;17936;00036;000;04980;000;
09165;10939;02404;17816;01673;19583;01742;19551;00035;000;06735;000;
09680;11620;02583;18644;01674;18747;01663;18650;00035;000;05773;000;
09569;11393;02495;18519;01745;20379;01822;20346;00035;000;07634;000;
10078;12127;02732;19505;01760;19964;01785;20046;00035;000;07309;000;
10267;12251;02686;19907;01878;21997;01972;21966;00035;000;09437;000;
10922;13402;03080;19367;01514;15669;01462;15406;00035;000;02364;000;
07971;09437;02133;15284;01496;16479;01526;16409;00035;000;03382;000;
08361;10109;02357;14892;01255;12628;01212;12359;00036;000;11996;007;
06449;07526;01745;12239;01216;13030;01238;12942;00035;000;12630;007;
06648;07905;01839;12054;01092;10938;01055;10712;00035;000;08267;007;
05571;06546;01499;10570;01062;11183;01073;11096;00035;000;08605;007;
05711;06774;01559;10548;00981;09982;00965;09798;00035;000;06121;007;
05084;05980;01363;09644;00967;10170;00975;10085;00035;000;06126;007;
05187;06145;01422;09651;00914;09322;00898;09165;00035;000;04095;007;
04751;05580;01275;09009;00900;09483;00905;09399;00036;000;04117;007;
04836;05716;01314;08940;00854;08703;00836;08574;00036;000;02373;007;
04442;05218;01186;08419;00840;08845;00844;08768;00035;000;02499;007;
04507;05328;01223;08317;00798;08164;00787;08047;00035;000;01410;007;
04167;04899;01116;07900;00787;08293;00793;08212;00036;000;01791;007;
04219;04998;01136;07906;00759;07835;00750;07721;00036;000;01281;007;
03986;04699;01060;07579;00750;07941;00756;07871;00036;000;01522;007;
04034;04776;01080;07575;00719;07543;00715;07440;00036;000;01300;007;
03834;04527;01009;07306;00714;07647;00722;07576;00035;000;01086;007;
03877;04597;01031;07303;00692;07318;00688;07224;00036;000;01362;007;
03713;04397;00973;07092;00689;07420;00694;07349;00036;000;00945;007;
03755;04459;00987;07079;00664;07122;00663;07032;00036;000;01080;007;
03601;04288;00941;06910;00664;07224;00672;07156;00036;000;00885;007;
03646;04339;00951;06940;00650;07049;00652;06969;00035;000;01069;007;
03562;04244;00927;06842;00654;07154;00663;07089;00036;000;00961;007;
03606;04291;00937;06893;00651;07101;00655;07023;00036;000;01043;007;
03586;04288;00932;06894;00656;07225;00664;07157;00035;000;01151;007;
03634;04326;00943;06956;00653;07233;00661;07178;00035;000;01163;007;
03668;04380;00949;07067;00664;07412;00675;07345;00036;000;01397;007;
03717;04435;00962;07129;00666;07441;00675;07384;00035;000;01411;007;
03763;04512;00972;07263;00677;07633;00687;07557;00036;000;01566;007;
03817;04569;00985;07335;00680;07679;00691;07627;00035;000;01520;007;
03872;04659;01001;07498;00692;07884;00704;07811;00035;000;01728;007;
03934;04720;01017;07574;00697;07935;00708;07884;00036;000;01811;007;
04004;04811;01034;07756;00712;08155;00724;08086;00035;000;02078;007;
04067;04883;01046;07847;00716;08212;00726;08174;00035;000;02018;007;
04139;04984;01074;08037;00735;08459;00747;08398;00035;000;02396;007;
04214;05062;01088;08132;00742;08520;00752;08485;00035;000;02292;007;
04296;05180;01113;08350;00763;08798;00773;08737;00036;000;02744;007;
04377;05272;01126;08461;00765;08863;00779;08827;00035;000;02740;007;
04479;05388;01158;08696;00792;09177;00805;09104;00036;000;03144;007;
04565;05497;01174;08814;00796;09237;00812;09198;00035;000;03094;007;
04668;05624;01213;09074;00828;09583;00843;09521;00035;000;03899;007;
04773;05731;01230;09194;00832;09620;00847;09582;00035;000;04141;007;
04873;05856;01264;09456;00868;10009;00880;09943;00036;000;05089;007;
04986;05976;01285;09600;00872;10073;00891;10039;00036;000;05327;007;
