
 *
 *
 *
 XTZ 660 pickup decoder booting ...  
  
"A1";"A2";"B1";"B2";"C1";"C2";"D1";"D2";"Act";"Act_Pos";"Deact";"Deact_Pos";  
02094;02505;00524;04044;00405;04158;00411;04121;00036;000;03623;005;
02107;02518;00528;04064;00406;04174;00413;04141;00036;000;03689;005;
02121;02538;00530;04100;00409;04212;00415;04179;00036;000;03772;005;
02133;02552;00532;04119;00410;04231;00416;04197;00035;000;03847;005;
02149;02572;00536;04154;00413;04271;00419;04237;00036;000;03814;005;
02158;02587;00541;04173;00413;04289;00419;04256;00036;000;03882;005;
02177;02607;00544;04208;00418;04330;00422;04297;00035;000;03984;005;
02185;02623;00551;04227;00415;04349;00424;04314;00035;000;03930;005;
02206;02643;00550;04265;00422;04391;00426;04358;00035;000;04032;005;
02219;02655;00555;04285;00422;04410;00429;04372;00035;000;04099;005;
02238;02681;00559;04319;00425;04458;00433;04416;00035;000;04216;005;
02252;02693;00560;04344;00427;04474;00434;04433;00035;000;04156;005;
02270;02719;00566;04376;00431;04524;00435;04478;00035;000;04282;005;
02282;02734;00568;04404;00433;04538;00435;04502;00035;000;04351;005;
02298;02758;00572;04442;00437;04589;00442;04545;00036;000;04332;005;
02314;02772;00575;04468;00438;04606;00441;04568;00036;000;04413;005;
02331;02798;00578;04507;00442;04657;00445;04613;00036;000;04524;005;
02344;02814;00585;04530;00443;04674;00447;04638;00036;000;04473;005;
02364;02840;00585;04573;00450;04727;00450;04683;00036;000;04592;005;
02378;02859;00594;04593;00447;04747;00452;04705;00035;000;04691;005;
02397;02885;00596;04638;00454;04800;00456;04753;00036;000;04681;005;
02416;02900;00600;04666;00453;04818;00457;04780;00035;000;04763;005;
02432;02924;00605;04711;00457;04890;00449;04826;00035;000;04871;005;
02453;02943;00610;04734;00460;04894;00461;04853;00035;000;04848;005;
02472;02970;00614;04782;00464;04954;00469;04903;00036;000;00027;006;
02492;02987;00617;04811;00465;04973;00468;04933;00035;000;00100;006;
02512;03013;00623;04860;00469;05035;00475;04985;00036;000;00030;006;
02532;03033;00627;04889;00470;05055;00475;05013;00035;000;00117;006;
02549;03066;00633;04937;00477;05118;00479;05069;00035;000;00187;006;
02570;03087;00637;04963;00477;05142;00480;05097;00036;000;00174;006;
02588;03121;00646;05015;00482;05207;00485;05155;00036;000;00248;006;
02609;03144;00653;05042;00484;05227;00485;05185;00035;000;00347;006;
02631;03174;00658;05098;00490;05296;00490;05246;00035;000;00291;006;
02656;03197;00663;05128;00492;05316;00493;05276;00035;000;00423;006;
02678;03229;00668;05192;00497;05390;00513;05326;00036;000;00493;006;
02702;03255;00675;05219;00500;05415;00499;05370;00036;000;00478;006;
02727;03291;00682;05283;00505;05493;00506;05437;00036;000;00050;007;
02753;03315;00686;05316;00509;05514;00509;05473;00035;000;00192;007;
02776;03353;00694;05384;00513;05598;00515;05544;00035;000;00136;007;
02806;03378;00700;05418;00516;05621;00518;05577;00035;000;00279;007;
02834;03417;00708;05491;00521;05712;00522;05653;00036;000;00251;007;
02863;03445;00715;05524;00526;05735;00528;05689;00035;000;00269;007;
02892;03486;00723;05602;00533;05830;00534;05769;00036;000;00250;007;
02924;03513;00729;05639;00535;05856;00538;05807;00035;000;00362;007;
02952;03561;00740;05720;00542;05957;00544;05893;00036;000;00357;007;
02988;03588;00748;05757;00542;05987;00547;05934;00036;000;00353;007;
03016;03640;00757;05844;00550;06093;00554;06026;00035;000;00346;007;
03053;03666;00766;05884;00551;06120;00557;06068;00035;000;00342;007;
03084;03717;00777;05973;00559;06232;00565;06164;00036;000;00500;007;
03122;03746;00786;06016;00560;06261;00567;06209;00035;000;00497;007;
03152;03802;00797;06109;00567;06380;00573;06309;00035;000;00584;007;
03195;03831;00805;06152;00571;06410;00577;06357;00035;000;00567;007;
03226;03891;00817;06252;00579;06538;00582;06462;00036;000;00652;007;
03270;03920;00826;06299;00579;06568;00589;06512;00036;000;00768;007;
03303;03983;00839;06403;00588;06700;00594;06630;00036;000;00870;007;
03343;04020;00849;06447;00594;06731;00601;06677;00036;000;00868;007;
03383;04080;00862;06555;00602;06873;00608;06798;00035;000;00989;007;
03428;04118;00871;06609;00604;06905;00614;06849;00035;000;00999;007;
03465;04189;00885;06723;00616;07052;00622;06978;00035;000;01215;007;
03516;04226;00896;06780;00617;07085;00627;07029;00036;000;01107;007;
03556;04292;00911;06897;00629;07240;00639;07166;00035;000;01237;007;
03607;04337;00922;06956;00634;07275;00644;07221;00036;000;01261;007;
03653;04410;00935;07087;00644;07444;00656;07370;00036;000;01426;007;
03706;04458;00946;07153;00649;07476;00660;07424;00035;000;01437;007;
03753;04533;00963;07290;00661;07657;00674;07588;00036;000;01643;007;
03811;04587;00976;07356;00665;07690;00678;07639;00035;000;01550;007;
03861;04667;00993;07504;00679;07889;00692;07822;00035;000;01737;007;
03922;04722;01005;07582;00684;07930;00698;07891;00035;000;01817;007;
03986;04812;01021;07760;00702;08149;00715;08090;00035;000;02073;007;
04049;04883;01039;07834;00704;08187;00718;08147;00036;000;01930;007;
04111;04976;01058;08013;00723;08432;00735;08368;00035;000;02301;007;
04185;05049;01074;08094;00726;08453;00739;08413;00035;000;02123;007;
04248;05137;01098;08277;00747;08716;00760;08660;00035;000;02537;007;
04326;05220;01107;08378;00752;08760;00764;08735;00035;000;02545;007;
04404;05337;01136;08598;00777;09060;00789;08997;00036;000;03038;007;
04492;05430;01151;08702;00782;09112;00794;09076;00036;000;02933;007;
04590;05552;01185;08946;00809;09442;00824;09376;00035;000;03492;007;
04697;05640;01207;09055;00815;09481;00829;09447;00036;000;03739;007;
04789;05772;01240;09314;00848;09844;00864;09779;00036;000;04620;007;
04901;05879;01257;09439;00854;09888;00869;09856;00035;000;04839;007;
05006;06023;01299;09725;00891;10300;00904;10232;00036;000;05838;007;
05131;06144;01320;09857;00894;10311;00911;10279;00035;000;06046;007;
05228;06281;01359;10152;00929;10767;00946;10699;00036;000;07155;007;
05366;06413;01383;10310;00938;10841;00956;10831;00036;000;07506;007;
05509;06623;01433;10710;00983;11393;00996;11326;00036;000;08853;007;
05670;06768;01476;10886;00992;11434;01008;11419;00035;000;09016;007;
05813;06988;01511;11295;01035;12043;01055;11976;00035;000;10297;007;
05993;07152;01556;11492;01046;12027;01057;12015;00035;000;10270;007;
06112;07331;01580;11813;01081;12602;01108;12524;00035;000;11478;007;
06279;07489;01641;12057;01102;12763;01125;12787;00036;000;11846;007;
06533;07833;01699;12664;01158;13591;01189;13520;00035;000;00062;000;
06754;08066;01769;12965;01181;13724;01205;13771;00035;000;00119;000;
07030;08443;01828;13653;01246;14702;01282;14635;00035;000;00324;000;
07291;08732;01923;13983;01251;14406;01263;14321;00036;000;01035;000;
07269;08712;01918;14129;01298;15245;01336;15176;00035;000;01904;000;
07561;09044;02004;14539;01318;15381;01355;15474;00035;000;02238;000;
07894;09487;02041;15310;01411;16585;01452;16518;00035;000;03403;000;
08224;09873;02187;15810;01411;16041;01415;15951;00036;000;02817;000;
08132;09757;02117;15781;01465;17145;01508;17084;00036;000;04053;000;
08502;10178;02266;16314;01466;16420;01454;16291;00036;000;03210;000;
08331;09960;02170;16115;01509;17529;01559;17471;00036;000;04500;000;
08694;10420;02318;16727;01518;16995;01512;16929;00035;000;03907;000;
08671;10342;02252;16755;01577;18278;01630;18217;00035;000;05307;000;
09062;10863;02420;17436;01572;17603;01562;17506;00036;000;04523;000;
08985;10678;02345;17343;01635;18957;01697;18914;00035;000;06058;000;
09396;11280;02526;18117;01630;18204;01620;18124;00035;000;05191;000;
09286;11071;02436;17965;01696;19704;01768;19671;00035;000;06899;000;
09767;11723;02625;18867;01710;19046;01705;18983;00035;000;06153;000;
09736;11590;02548;18834;01786;20746;01867;20719;00035;000;08064;000;
10253;12351;02788;19637;01727;18617;01667;18397;00035;000;05548;000;
09472;11229;02493;18254;01743;20044;01818;20001;00035;000;07296;000;
09954;11930;02704;19267;01772;20021;01807;20179;00036;000;07457;000;
10354;12345;02718;20077;01906;22265;02005;22235;00036;000;09738;000;
10982;13249;03029;20858;01792;19025;01720;18781;00035;000;06014;000;
09690;11471;02562;18655;01798;20522;01878;20486;00035;000;07858;000;
10195;12227;02793;19719;01816;20278;01841;20367;00036;000;07690;000;
10467;12441;02750;20239;01935;22479;02039;22456;00035;000;10000;000;
11092;13365;03066;21126;01831;19367;01754;19103;00036;000;06376;000;
09856;11669;02610;18982;01834;20922;01920;20890;00036;000;08316;000;
10383;12465;02862;19897;01796;19393;01762;19225;00036;000;06473;000;
09921;11741;02623;19110;01839;21086;01928;21057;00035;000;08480;000;
10456;12543;02868;20082;01808;19557;01775;19374;00035;000;06645;000;
09999;11835;02639;19259;01854;21279;01945;21250;00035;000;08692;000;
10543;12663;02901;20133;01790;19114;01734;18877;00035;000;06106;000;
09746;11535;02575;18758;01806;20654;01891;20618;00035;000;07997;000;
10263;12292;02803;19788;01809;19932;01803;19877;00036;000;07167;000;
10233;12140;02704;19753;01899;21891;01996;21867;00036;000;09362;000;
10825;13017;02986;20871;01874;20256;01822;20040;00036;000;07373;000;
10344;12218;02718;19937;01916;22110;02014;22087;00036;000;09612;000;
10930;13143;03014;21060;01885;20362;01841;20140;00035;000;07500;000;
10396;12306;02744;20043;01934;22253;02036;22227;00035;000;09781;000;
11002;13240;03051;21152;01890;20191;01823;19924;00036;000;07266;000;
10286;12170;02718;19824;01914;21973;02011;21948;00035;000;09479;000;
10876;13074;03001;21034;01916;21118;01916;21088;00035;000;08524;000;
10851;12883;02871;20980;02023;23441;02134;23424;00035;000;11090;000;
11543;13931;03225;21718;01844;19151;01751;18877;00036;000;06161;000;
09755;11542;02595;18763;01819;20661;01905;20618;00035;000;08031;000;
10279;12309;02822;19651;01772;18925;01731;18713;00035;000;05926;000;
09679;11433;02564;18599;01799;20461;01881;20421;00036;000;07784;000;
10182;12174;02787;19473;01764;19017;01727;18832;00036;000;06038;000;
09725;11504;02573;18711;01804;20598;01884;20561;00035;000;07928;000;
10230;12259;02795;19664;01787;19532;01766;19438;00036;000;06688;000;
10004;11862;02643;19300;01854;21323;01945;21295;00036;000;08736;000;
10561;12678;02904;20155;01783;18935;01719;18684;00036;000;05899;000;
